County,Registered Voters,Allen Booker (I) (Dem)_Election Day Votes,Allen Booker (I) (Dem)_Advanced Voting Votes,Allen Booker (I) (Dem)_Absentee by Mail Votes,Allen Booker (I) (Dem)_Provisional Votes,Allen Booker (I) (Dem)_Choice Total,Total,Susan C. Andrews (I) (Rep)_Election Day Votes,Susan C. Andrews (I) (Rep)_Advanced Voting Votes,Susan C. Andrews (I) (Rep)_Absentee by Mail Votes,Susan C. Andrews (I) (Rep)_Provisional Votes,Susan C. Andrews (I) (Rep)_Choice Total,Pixie Harrod (I) (Rep)_Election Day Votes,Pixie Harrod (I) (Rep)_Advanced Voting Votes,Pixie Harrod (I) (Rep)_Absentee by Mail Votes,Pixie Harrod (I) (Rep)_Provisional Votes,Pixie Harrod (I) (Rep)_Choice Total,Ben L. Casey (I) (Rep)_Election Day Votes,Ben L. Casey (I) (Rep)_Advanced Voting Votes,Ben L. Casey (I) (Rep)_Absentee by Mail Votes,Ben L. Casey (I) (Rep)_Provisional Votes,Ben L. Casey (I) (Rep)_Choice Total,David Sullivan (I) (Rep)_Election Day Votes,David Sullivan (I) (Rep)_Advanced Voting Votes,David Sullivan (I) (Rep)_Absentee by Mail Votes,David Sullivan (I) (Rep)_Provisional Votes,David Sullivan (I) (Rep)_Choice Total,George E. Walls (I) (Rep)_Election Day Votes,George E. Walls (I) (Rep)_Advanced Voting Votes,George E. Walls (I) (Rep)_Absentee by Mail Votes,George E. Walls (I) (Rep)_Provisional Votes,George E. Walls (I) (Rep)_Choice Total,"Jessie L. Smith, Jr. (Dem)_Election Day Votes","Jessie L. Smith, Jr. (Dem)_Advanced Voting Votes","Jessie L. Smith, Jr. (Dem)_Absentee by Mail Votes","Jessie L. Smith, Jr. (Dem)_Provisional Votes","Jessie L. Smith, Jr. (Dem)_Choice Total",Johnny Westmoreland (I) (Rep)_Election Day Votes,Johnny Westmoreland (I) (Rep)_Advanced Voting Votes,Johnny Westmoreland (I) (Rep)_Absentee by Mail Votes,Johnny Westmoreland (I) (Rep)_Provisional Votes,Johnny Westmoreland (I) (Rep)_Choice Total,Kelvin T. Butts (Dem)_Election Day Votes,Kelvin T. Butts (Dem)_Advanced Voting Votes,Kelvin T. Butts (Dem)_Absentee by Mail Votes,Kelvin T. Butts (Dem)_Provisional Votes,Kelvin T. Butts (Dem)_Choice Total,Ronnie Cowan (I) (Rep)_Election Day Votes,Ronnie Cowan (I) (Rep)_Advanced Voting Votes,Ronnie Cowan (I) (Rep)_Absentee by Mail Votes,Ronnie Cowan (I) (Rep)_Provisional Votes,Ronnie Cowan (I) (Rep)_Choice Total,Dorothy Piedrahita (Dem)_Election Day Votes,Dorothy Piedrahita (Dem)_Advanced Voting Votes,Dorothy Piedrahita (Dem)_Absentee by Mail Votes,Dorothy Piedrahita (Dem)_Provisional Votes,Dorothy Piedrahita (Dem)_Choice Total,Henry Moylan (I) (Rep)_Election Day Votes,Henry Moylan (I) (Rep)_Advanced Voting Votes,Henry Moylan (I) (Rep)_Absentee by Mail Votes,Henry Moylan (I) (Rep)_Provisional Votes,Henry Moylan (I) (Rep)_Choice Total,"Bobby Barber, Jr. (Rep)_Election Day Votes","Bobby Barber, Jr. (Rep)_Advanced Voting Votes","Bobby Barber, Jr. (Rep)_Absentee by Mail Votes","Bobby Barber, Jr. (Rep)_Provisional Votes","Bobby Barber, Jr. (Rep)_Choice Total",Johnnie Mae Livingston (Dem)_Election Day Votes,Johnnie Mae Livingston (Dem)_Advanced Voting Votes,Johnnie Mae Livingston (Dem)_Absentee by Mail Votes,Johnnie Mae Livingston (Dem)_Provisional Votes,Johnnie Mae Livingston (Dem)_Choice Total,Larry L. Sparks (Dem)_Election Day Votes,Larry L. Sparks (Dem)_Advanced Voting Votes,Larry L. Sparks (Dem)_Absentee by Mail Votes,Larry L. Sparks (Dem)_Provisional Votes,Larry L. Sparks (Dem)_Choice Total,Josh Buckner (Ind)_Election Day Votes,Josh Buckner (Ind)_Advanced Voting Votes,Josh Buckner (Ind)_Absentee by Mail Votes,Josh Buckner (Ind)_Provisional Votes,Josh Buckner (Ind)_Choice Total,Willie G. Hunt (Ind)_Election Day Votes,Willie G. Hunt (Ind)_Advanced Voting Votes,Willie G. Hunt (Ind)_Absentee by Mail Votes,Willie G. Hunt (Ind)_Provisional Votes,Willie G. Hunt (Ind)_Choice Total,James Henry Maxwell (I) (Dem)_Election Day Votes,James Henry Maxwell (I) (Dem)_Advanced Voting Votes,James Henry Maxwell (I) (Dem)_Absentee by Mail Votes,James Henry Maxwell (I) (Dem)_Provisional Votes,James Henry Maxwell (I) (Dem)_Choice Total,Arcola Scott (I) (Dem)_Election Day Votes,Arcola Scott (I) (Dem)_Advanced Voting Votes,Arcola Scott (I) (Dem)_Absentee by Mail Votes,Arcola Scott (I) (Dem)_Provisional Votes,Arcola Scott (I) (Dem)_Choice Total,Mark Byrd (Rep)_Election Day Votes,Mark Byrd (Rep)_Advanced Voting Votes,Mark Byrd (Rep)_Absentee by Mail Votes,Mark Byrd (Rep)_Provisional Votes,Mark Byrd (Rep)_Choice Total,Keith McCants (Dem)_Election Day Votes,Keith McCants (Dem)_Advanced Voting Votes,Keith McCants (Dem)_Absentee by Mail Votes,Keith McCants (Dem)_Provisional Votes,Keith McCants (Dem)_Choice Total,Charlie Leggett (I) (Rep)_Election Day Votes,Charlie Leggett (I) (Rep)_Advanced Voting Votes,Charlie Leggett (I) (Rep)_Absentee by Mail Votes,Charlie Leggett (I) (Rep)_Provisional Votes,Charlie Leggett (I) (Rep)_Choice Total,Gary Gilliard (I) (Dem)_Election Day Votes,Gary Gilliard (I) (Dem)_Advanced Voting Votes,Gary Gilliard (I) (Dem)_Absentee by Mail Votes,Gary Gilliard (I) (Dem)_Provisional Votes,Gary Gilliard (I) (Dem)_Choice Total,Ladon Calhoun (Rep)_Election Day Votes,Ladon Calhoun (Rep)_Advanced Voting Votes,Ladon Calhoun (Rep)_Absentee by Mail Votes,Ladon Calhoun (Rep)_Provisional Votes,Ladon Calhoun (Rep)_Choice Total,Jerry A. Bush (I) (Dem)_Election Day Votes,Jerry A. Bush (I) (Dem)_Advanced Voting Votes,Jerry A. Bush (I) (Dem)_Absentee by Mail Votes,Jerry A. Bush (I) (Dem)_Provisional Votes,Jerry A. Bush (I) (Dem)_Choice Total,J. C. Warren (I) (Dem)_Election Day Votes,J. C. Warren (I) (Dem)_Advanced Voting Votes,J. C. Warren (I) (Dem)_Absentee by Mail Votes,J. C. Warren (I) (Dem)_Provisional Votes,J. C. Warren (I) (Dem)_Choice Total,Gloria Gaines (I) (Dem)_Election Day Votes,Gloria Gaines (I) (Dem)_Advanced Voting Votes,Gloria Gaines (I) (Dem)_Absentee by Mail Votes,Gloria Gaines (I) (Dem)_Provisional Votes,Gloria Gaines (I) (Dem)_Choice Total,Darius Culverson (I) (Rep)_Election Day Votes,Darius Culverson (I) (Rep)_Advanced Voting Votes,Darius Culverson (I) (Rep)_Absentee by Mail Votes,Darius Culverson (I) (Rep)_Provisional Votes,Darius Culverson (I) (Rep)_Choice Total,Robert Parker (I) (Rep)_Election Day Votes,Robert Parker (I) (Rep)_Advanced Voting Votes,Robert Parker (I) (Rep)_Absentee by Mail Votes,Robert Parker (I) (Rep)_Provisional Votes,Robert Parker (I) (Rep)_Choice Total,Russ Crumbley (I) (Rep)_Election Day Votes,Russ Crumbley (I) (Rep)_Advanced Voting Votes,Russ Crumbley (I) (Rep)_Absentee by Mail Votes,Russ Crumbley (I) (Rep)_Provisional Votes,Russ Crumbley (I) (Rep)_Choice Total,Ernest Jenkins (I) (Rep)_Election Day Votes,Ernest Jenkins (I) (Rep)_Advanced Voting Votes,Ernest Jenkins (I) (Rep)_Absentee by Mail Votes,Ernest Jenkins (I) (Rep)_Provisional Votes,Ernest Jenkins (I) (Rep)_Choice Total,"Ronald """"Ronnie"""" Walker (Dem)_Election Day Votes","Ronald """"Ronnie"""" Walker (Dem)_Advanced Voting Votes","Ronald """"Ronnie"""" Walker (Dem)_Absentee by Mail Votes","Ronald """"Ronnie"""" Walker (Dem)_Provisional Votes","Ronald """"Ronnie"""" Walker (Dem)_Choice Total",Kevin L._Election Day Votes,Kevin L._Advanced Voting Votes,Kevin L._Absentee by Mail Votes,Kevin L._Provisional Votes,Kevin L._Choice Total,Bill Kicklighter (I) (Rep)_Election Day Votes,Bill Kicklighter (I) (Rep)_Advanced Voting Votes,Bill Kicklighter (I) (Rep)_Absentee by Mail Votes,Bill Kicklighter (I) (Rep)_Provisional Votes,Bill Kicklighter (I) (Rep)_Choice Total,Tanya Milton (Dem)_Election Day Votes,Tanya Milton (Dem)_Advanced Voting Votes,Tanya Milton (Dem)_Absentee by Mail Votes,Tanya Milton (Dem)_Provisional Votes,Tanya Milton (Dem)_Choice Total,Ted Osteen (I) (Rep)_Election Day Votes,Ted Osteen (I) (Rep)_Advanced Voting Votes,Ted Osteen (I) (Rep)_Absentee by Mail Votes,Ted Osteen (I) (Rep)_Provisional Votes,Ted Osteen (I) (Rep)_Choice Total,Joey Dorsey (I) (Rep)_Election Day Votes,Joey Dorsey (I) (Rep)_Advanced Voting Votes,Joey Dorsey (I) (Rep)_Absentee by Mail Votes,Joey Dorsey (I) (Rep)_Provisional Votes,Joey Dorsey (I) (Rep)_Choice Total,Laura Semanson (I) (Rep)_Election Day Votes,Laura Semanson (I) (Rep)_Advanced Voting Votes,Laura Semanson (I) (Rep)_Absentee by Mail Votes,Laura Semanson (I) (Rep)_Provisional Votes,Laura Semanson (I) (Rep)_Choice Total,"Ernest """"Ernie"""" Reynolds (I) (Rep)_Election Day Votes","Ernest """"Ernie"""" Reynolds (I) (Rep)_Advanced Voting Votes","Ernest """"Ernie"""" Reynolds (I) (Rep)_Absentee by Mail Votes","Ernest """"Ernie"""" Reynolds (I) (Rep)_Provisional Votes","Ernest """"Ernie"""" Reynolds (I) (Rep)_Choice Total",Bill Kurtz (Rep)_Election Day Votes,Bill Kurtz (Rep)_Advanced Voting Votes,Bill Kurtz (Rep)_Absentee by Mail Votes,Bill Kurtz (Rep)_Provisional Votes,Bill Kurtz (Rep)_Choice Total,Clay Griner (I) (Rep)_Election Day Votes,Clay Griner (I) (Rep)_Advanced Voting Votes,Clay Griner (I) (Rep)_Absentee by Mail Votes,Clay Griner (I) (Rep)_Provisional Votes,Clay Griner (I) (Rep)_Choice Total,"Q. U. (Art) Lively, III (Rep)_Election Day Votes","Q. U. (Art) Lively, III (Rep)_Advanced Voting Votes","Q. U. (Art) Lively, III (Rep)_Absentee by Mail Votes","Q. U. (Art) Lively, III (Rep)_Provisional Votes","Q. U. (Art) Lively, III (Rep)_Choice Total",Larry Smith (I) (Rep)_Election Day Votes,Larry Smith (I) (Rep)_Advanced Voting Votes,Larry Smith (I) (Rep)_Absentee by Mail Votes,Larry Smith (I) (Rep)_Provisional Votes,Larry Smith (I) (Rep)_Choice Total,Randy Nelson (I) (Rep)_Election Day Votes,Randy Nelson (I) (Rep)_Advanced Voting Votes,Randy Nelson (I) (Rep)_Absentee by Mail Votes,Randy Nelson (I) (Rep)_Provisional Votes,Randy Nelson (I) (Rep)_Choice Total,Sybil R. Willingham (Ind)_Election Day Votes,Sybil R. Willingham (Ind)_Advanced Voting Votes,Sybil R. Willingham (Ind)_Absentee by Mail Votes,Sybil R. Willingham (Ind)_Provisional Votes,Sybil R. Willingham (Ind)_Choice Total,Al Smith (I) (Dem)_Election Day Votes,Al Smith (I) (Dem)_Advanced Voting Votes,Al Smith (I) (Dem)_Absentee by Mail Votes,Al Smith (I) (Dem)_Provisional Votes,Al Smith (I) (Dem)_Choice Total,Steven Ledford (Rep)_Election Day Votes,Steven Ledford (Rep)_Advanced Voting Votes,Steven Ledford (Rep)_Absentee by Mail Votes,Steven Ledford (Rep)_Provisional Votes,Steven Ledford (Rep)_Choice Total,Tom Morris (Rep)_Election Day Votes,Tom Morris (Rep)_Advanced Voting Votes,Tom Morris (Rep)_Absentee by Mail Votes,Tom Morris (Rep)_Provisional Votes,Tom Morris (Rep)_Choice Total,Mereda Davis Johnson (I) (Dem)_Election Day Votes,Mereda Davis Johnson (I) (Dem)_Advanced Voting Votes,Mereda Davis Johnson (I) (Dem)_Absentee by Mail Votes,Mereda Davis Johnson (I) (Dem)_Provisional Votes,Mereda Davis Johnson (I) (Dem)_Choice Total,"Fred W. """"Buck"""" Rigdon, Jr. (I) (Rep)_Election Day Votes","Fred W. """"Buck"""" Rigdon, Jr. (I) (Rep)_Advanced Voting Votes","Fred W. """"Buck"""" Rigdon, Jr. (I) (Rep)_Absentee by Mail Votes","Fred W. """"Buck"""" Rigdon, Jr. (I) (Rep)_Provisional Votes","Fred W. """"Buck"""" Rigdon, Jr. (I) (Rep)_Choice Total",calc_participation,Dem_total,Dem_steal,Rep_total,Rep_steal,Ind_total,Ind_steal
Appling,2273.0,0.0,0.0,0.0,0.0,0.0,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,839.0,212.0,5.0,1395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.4,0.0,0.0,1395.0,1395.0,0.0,0.0
Atkinson,2544.0,0.0,0.0,0.0,0.0,0.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,364.0,36.0,1.0,643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,0.0,643.0,643.0,0.0,0.0
Bacon,6720.0,0.0,0.0,0.0,0.0,0.0,904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,665.0,124.0,0.0,904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,904.0,904.0,0.0,0.0
Baldwin,11901.0,0.0,0.0,0.0,0.0,0.0,5064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,2076.0,509.0,1.0,3127.0,267.0,1117.0,553.0,0.0,1937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6,1937.0,1937.0,3127.0,3127.0,0.0,0.0
Berrien,11275.0,0.0,0.0,0.0,0.0,0.0,6888.0,0.0,0.0,0.0,0.0,0.0,1988.0,3985.0,906.0,9.0,6888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.1,0.0,0.0,6888.0,6888.0,0.0,0.0
Brooks,5918.0,0.0,0.0,0.0,0.0,0.0,887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,414.0,315.0,1.0,887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,887.0,887.0,0.0,0.0,0.0,0.0
Burke,3290.0,0.0,0.0,0.0,0.0,0.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,1111.0,301.0,0.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7,0.0,0.0,1768.0,1768.0,0.0,0.0
