County,Registered Voters,Blake Christian (Rep)_Election Day Votes,Blake Christian (Rep)_Advanced Voting Votes,Blake Christian (Rep)_Absentee by Mail Votes,Blake Christian (Rep)_Provisional Votes,Blake Christian (Rep)_Choice Total,"Daryl Hall, Sr. (Dem)_Election Day Votes","Daryl Hall, Sr. (Dem)_Advanced Voting Votes","Daryl Hall, Sr. (Dem)_Absentee by Mail Votes","Daryl Hall, Sr. (Dem)_Provisional Votes","Daryl Hall, Sr. (Dem)_Choice Total",Total,"Kevin """"Troop"""" Johnson (Rep)_Election Day Votes","Kevin """"Troop"""" Johnson (Rep)_Advanced Voting Votes","Kevin """"Troop"""" Johnson (Rep)_Absentee by Mail Votes","Kevin """"Troop"""" Johnson (Rep)_Provisional Votes","Kevin """"Troop"""" Johnson (Rep)_Choice Total",Marcia Callaway-Ingram (I) (Rep)_Election Day Votes,Marcia Callaway-Ingram (I) (Rep)_Advanced Voting Votes,Marcia Callaway-Ingram (I) (Rep)_Absentee by Mail Votes,Marcia Callaway-Ingram (I) (Rep)_Provisional Votes,Marcia Callaway-Ingram (I) (Rep)_Choice Total,Wallace Harrell (I) (Rep)_Election Day Votes,Wallace Harrell (I) (Rep)_Advanced Voting Votes,Wallace Harrell (I) (Rep)_Absentee by Mail Votes,Wallace Harrell (I) (Rep)_Provisional Votes,Wallace Harrell (I) (Rep)_Choice Total,James E. Drane (I) (Rep)_Election Day Votes,James E. Drane (I) (Rep)_Advanced Voting Votes,James E. Drane (I) (Rep)_Absentee by Mail Votes,James E. Drane (I) (Rep)_Provisional Votes,James E. Drane (I) (Rep)_Choice Total,John D. Gass (I) (Rep)_Election Day Votes,John D. Gass (I) (Rep)_Advanced Voting Votes,John D. Gass (I) (Rep)_Absentee by Mail Votes,John D. Gass (I) (Rep)_Provisional Votes,John D. Gass (I) (Rep)_Choice Total,Chris A. Davenport (I) (Rep)_Election Day Votes,Chris A. Davenport (I) (Rep)_Advanced Voting Votes,Chris A. Davenport (I) (Rep)_Absentee by Mail Votes,Chris A. Davenport (I) (Rep)_Provisional Votes,Chris A. Davenport (I) (Rep)_Choice Total,Tracy L. Maddux (I) (Rep)_Election Day Votes,Tracy L. Maddux (I) (Rep)_Advanced Voting Votes,Tracy L. Maddux (I) (Rep)_Absentee by Mail Votes,Tracy L. Maddux (I) (Rep)_Provisional Votes,Tracy L. Maddux (I) (Rep)_Choice Total,"Gerald """"Jerry"""" Johnson (I) (Rep)_Election Day Votes","Gerald """"Jerry"""" Johnson (I) (Rep)_Advanced Voting Votes","Gerald """"Jerry"""" Johnson (I) (Rep)_Absentee by Mail Votes","Gerald """"Jerry"""" Johnson (I) (Rep)_Provisional Votes","Gerald """"Jerry"""" Johnson (I) (Rep)_Choice Total",Emory P. (Bubba) Lamb (Dem)_Election Day Votes,Emory P. (Bubba) Lamb (Dem)_Advanced Voting Votes,Emory P. (Bubba) Lamb (Dem)_Absentee by Mail Votes,Emory P. (Bubba) Lamb (Dem)_Provisional Votes,Emory P. (Bubba) Lamb (Dem)_Choice Total,"Manzie T. Broxton, Sr. (Dem)_Election Day Votes","Manzie T. Broxton, Sr. (Dem)_Advanced Voting Votes","Manzie T. Broxton, Sr. (Dem)_Absentee by Mail Votes","Manzie T. Broxton, Sr. (Dem)_Provisional Votes","Manzie T. Broxton, Sr. (Dem)_Choice Total",Tracy K. Hall (Rep)_Election Day Votes,Tracy K. Hall (Rep)_Advanced Voting Votes,Tracy K. Hall (Rep)_Absentee by Mail Votes,Tracy K. Hall (Rep)_Provisional Votes,Tracy K. Hall (Rep)_Choice Total,Crystal Cleveland (Dem)_Election Day Votes,Crystal Cleveland (Dem)_Advanced Voting Votes,Crystal Cleveland (Dem)_Absentee by Mail Votes,Crystal Cleveland (Dem)_Provisional Votes,Crystal Cleveland (Dem)_Choice Total,Shane M. Geeter (I) (Dem)_Election Day Votes,Shane M. Geeter (I) (Dem)_Advanced Voting Votes,Shane M. Geeter (I) (Dem)_Absentee by Mail Votes,Shane M. Geeter (I) (Dem)_Provisional Votes,Shane M. Geeter (I) (Dem)_Choice Total,Keisha Wright Hill (Dem)_Election Day Votes,Keisha Wright Hill (Dem)_Advanced Voting Votes,Keisha Wright Hill (Dem)_Absentee by Mail Votes,Keisha Wright Hill (Dem)_Provisional Votes,Keisha Wright Hill (Dem)_Choice Total,David L. Brown (I) (Dem)_Election Day Votes,David L. Brown (I) (Dem)_Advanced Voting Votes,David L. Brown (I) (Dem)_Absentee by Mail Votes,David L. Brown (I) (Dem)_Provisional Votes,David L. Brown (I) (Dem)_Choice Total,Caroline Power Evans (I) (Rep)_Election Day Votes,Caroline Power Evans (I) (Rep)_Advanced Voting Votes,Caroline Power Evans (I) (Rep)_Absentee by Mail Votes,Caroline Power Evans (I) (Rep)_Provisional Votes,Caroline Power Evans (I) (Rep)_Choice Total,Phinia Aten (I) (Dem)_Election Day Votes,Phinia Aten (I) (Dem)_Advanced Voting Votes,Phinia Aten (I) (Dem)_Absentee by Mail Votes,Phinia Aten (I) (Dem)_Provisional Votes,Phinia Aten (I) (Dem)_Choice Total,"Frank N. """"Buck"""" Wilder, IV (I) (Rep)_Election Day Votes","Frank N. """"Buck"""" Wilder, IV (I) (Rep)_Advanced Voting Votes","Frank N. """"Buck"""" Wilder, IV (I) (Rep)_Absentee by Mail Votes","Frank N. """"Buck"""" Wilder, IV (I) (Rep)_Provisional Votes","Frank N. """"Buck"""" Wilder, IV (I) (Rep)_Choice Total",George Ammons (I) (Dem)_Election Day Votes,George Ammons (I) (Dem)_Advanced Voting Votes,George Ammons (I) (Dem)_Absentee by Mail Votes,George Ammons (I) (Dem)_Provisional Votes,George Ammons (I) (Dem)_Choice Total,Dawn Braddy (Rep)_Election Day Votes,Dawn Braddy (Rep)_Advanced Voting Votes,Dawn Braddy (Rep)_Absentee by Mail Votes,Dawn Braddy (Rep)_Provisional Votes,Dawn Braddy (Rep)_Choice Total,Regina Jones (Dem)_Election Day Votes,Regina Jones (Dem)_Advanced Voting Votes,Regina Jones (Dem)_Absentee by Mail Votes,Regina Jones (Dem)_Provisional Votes,Regina Jones (Dem)_Choice Total,Tony Tarnacki (Rep)_Election Day Votes,Tony Tarnacki (Rep)_Advanced Voting Votes,Tony Tarnacki (Rep)_Absentee by Mail Votes,Tony Tarnacki (Rep)_Provisional Votes,Tony Tarnacki (Rep)_Choice Total,Jason R. Troiano (I) (Rep)_Election Day Votes,Jason R. Troiano (I) (Rep)_Advanced Voting Votes,Jason R. Troiano (I) (Rep)_Absentee by Mail Votes,Jason R. Troiano (I) (Rep)_Provisional Votes,Jason R. Troiano (I) (Rep)_Choice Total,Pat Pollock (I) (Rep)_Election Day Votes,Pat Pollock (I) (Rep)_Advanced Voting Votes,Pat Pollock (I) (Rep)_Absentee by Mail Votes,Pat Pollock (I) (Rep)_Provisional Votes,Pat Pollock (I) (Rep)_Choice Total,"Stephen J. """"Steve"""" Ingram (I) (Rep)_Election Day Votes","Stephen J. """"Steve"""" Ingram (I) (Rep)_Advanced Voting Votes","Stephen J. """"Steve"""" Ingram (I) (Rep)_Absentee by Mail Votes","Stephen J. """"Steve"""" Ingram (I) (Rep)_Provisional Votes","Stephen J. """"Steve"""" Ingram (I) (Rep)_Choice Total",Isaac H. Owens (Dem)_Election Day Votes,Isaac H. Owens (Dem)_Advanced Voting Votes,Isaac H. Owens (Dem)_Absentee by Mail Votes,Isaac H. Owens (Dem)_Provisional Votes,Isaac H. Owens (Dem)_Choice Total,Melinda Anderson (I) (Dem)_Election Day Votes,Melinda Anderson (I) (Dem)_Advanced Voting Votes,Melinda Anderson (I) (Dem)_Absentee by Mail Votes,Melinda Anderson (I) (Dem)_Provisional Votes,Melinda Anderson (I) (Dem)_Choice Total,Mike Burke (I) (Rep)_Election Day Votes,Mike Burke (I) (Rep)_Advanced Voting Votes,Mike Burke (I) (Rep)_Absentee by Mail Votes,Mike Burke (I) (Rep)_Provisional Votes,Mike Burke (I) (Rep)_Choice Total,Martin E. Valbuena (I) (Rep)_Election Day Votes,Martin E. Valbuena (I) (Rep)_Advanced Voting Votes,Martin E. Valbuena (I) (Rep)_Absentee by Mail Votes,Martin E. Valbuena (I) (Rep)_Provisional Votes,Martin E. Valbuena (I) (Rep)_Choice Total,Pat Rasbury (I) (Rep)_Election Day Votes,Pat Rasbury (I) (Rep)_Advanced Voting Votes,Pat Rasbury (I) (Rep)_Absentee by Mail Votes,Pat Rasbury (I) (Rep)_Provisional Votes,Pat Rasbury (I) (Rep)_Choice Total,Brenda Jennings (I) (Rep)_Election Day Votes,Brenda Jennings (I) (Rep)_Advanced Voting Votes,Brenda Jennings (I) (Rep)_Absentee by Mail Votes,Brenda Jennings (I) (Rep)_Provisional Votes,Brenda Jennings (I) (Rep)_Choice Total,"Johnny Floyd, Jr. (Dem)_Election Day Votes","Johnny Floyd, Jr. (Dem)_Advanced Voting Votes","Johnny Floyd, Jr. (Dem)_Absentee by Mail Votes","Johnny Floyd, Jr. (Dem)_Provisional Votes","Johnny Floyd, Jr. (Dem)_Choice Total",Carolyn_Election Day Votes,Carolyn_Advanced Voting Votes,Carolyn_Absentee by Mail Votes,Carolyn_Provisional Votes,Carolyn_Choice Total,Casey Rouse (Rep)_Election Day Votes,Casey Rouse (Rep)_Advanced Voting Votes,Casey Rouse (Rep)_Absentee by Mail Votes,Casey Rouse (Rep)_Provisional Votes,Casey Rouse (Rep)_Choice Total,Brandon Bryson (I) (Rep)_Election Day Votes,Brandon Bryson (I) (Rep)_Advanced Voting Votes,Brandon Bryson (I) (Rep)_Absentee by Mail Votes,Brandon Bryson (I) (Rep)_Provisional Votes,Brandon Bryson (I) (Rep)_Choice Total,Margaret S. Gregory (I) (Rep)_Election Day Votes,Margaret S. Gregory (I) (Rep)_Advanced Voting Votes,Margaret S. Gregory (I) (Rep)_Absentee by Mail Votes,Margaret S. Gregory (I) (Rep)_Provisional Votes,Margaret S. Gregory (I) (Rep)_Choice Total,Berryl A. Anderson (I) (Dem)_Election Day Votes,Berryl A. Anderson (I) (Dem)_Advanced Voting Votes,Berryl A. Anderson (I) (Dem)_Absentee by Mail Votes,Berryl A. Anderson (I) (Dem)_Provisional Votes,Berryl A. Anderson (I) (Dem)_Choice Total,Bryan Oakley Selph (I) (Dem)_Election Day Votes,Bryan Oakley Selph (I) (Dem)_Advanced Voting Votes,Bryan Oakley Selph (I) (Dem)_Absentee by Mail Votes,Bryan Oakley Selph (I) (Dem)_Provisional Votes,Bryan Oakley Selph (I) (Dem)_Choice Total,Shelia J. Thompson (I) (Rep)_Election Day Votes,Shelia J. Thompson (I) (Rep)_Advanced Voting Votes,Shelia J. Thompson (I) (Rep)_Absentee by Mail Votes,Shelia J. Thompson (I) (Rep)_Provisional Votes,Shelia J. Thompson (I) (Rep)_Choice Total,B. Jean Crane (I) (Rep)_Election Day Votes,B. Jean Crane (I) (Rep)_Advanced Voting Votes,B. Jean Crane (I) (Rep)_Absentee by Mail Votes,B. Jean Crane (I) (Rep)_Provisional Votes,B. Jean Crane (I) (Rep)_Choice Total,Bryan P. Cavenaugh (Rep)_Election Day Votes,Bryan P. Cavenaugh (Rep)_Advanced Voting Votes,Bryan P. Cavenaugh (Rep)_Absentee by Mail Votes,Bryan P. Cavenaugh (Rep)_Provisional Votes,Bryan P. Cavenaugh (Rep)_Choice Total,Alan Morris (I) (Rep)_Election Day Votes,Alan Morris (I) (Rep)_Advanced Voting Votes,Alan Morris (I) (Rep)_Absentee by Mail Votes,Alan Morris (I) (Rep)_Provisional Votes,Alan Morris (I) (Rep)_Choice Total,calc_participation,Rep_total,Rep_steal,Dem_total,Dem_steal
Baldwin,26721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786.0,8244.0,3437.0,3.0,14470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,0.0,0.0,14470.0,14470.0
Barrow,55605.0,2362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4549.0,19382.0,5711.0,3.0,32007.0,9898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.8,32007.0,32007.0,0.0,0.0
Bartow,74409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11474.0,24360.0,7955.0,20.0,43809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.9,43809.0,43809.0,0.0,0.0
Bleckley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126.0,3039.0,782.0,1.0,4948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Catoosa,45715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5706.0,18715.0,3761.0,21.0,28203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.7,28203.0,28203.0,0.0,0.0
Chattahoochee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,628.0,227.0,2.0,1201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,1201.0
Chattooga,14143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2647.0,4906.0,1425.0,6.0,8984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5,8984.0,8984.0,0.0,0.0
Cherokee,190531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27647.0,65268.0,26010.0,22.0,118947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.4,118947.0,0.0,0.0,0.0
